🇨🇳 央视,#genre#
天津卫视,http://www.ye28.eu.org:7777/udp/239.77.0.97:5146
天津卫视,http://www.ye28.eu.org:7777/udp/239.77.0.52:5146
天津卫视,http://www.ye28.eu.org:7777/udp/239.77.1.37:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.1.142:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.1.153:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.0.94:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.0.132:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.0.53:5146
山东卫视,http://www.ye28.eu.org:7777/udp/239.77.1.66:5146
江西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.219:5146
江西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.149:5146
江西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.54:5146
江西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.73:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.0.128:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.1.93:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.1.174:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.0.95:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.0.56:5146
湖北卫视,http://www.ye28.eu.org:7777/udp/239.77.1.44:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.1.103:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.123:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.161:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.57:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.1.62:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.124:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.6:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.179:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.93:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.58:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.71:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.1.221:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.0.230:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.0.59:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.1.61:5146
四川卫视,http://www.ye28.eu.org:7777/udp/239.77.1.215:5146
四川卫视,http://www.ye28.eu.org:7777/udp/239.77.0.159:5146
四川卫视,http://www.ye28.eu.org:7777/udp/239.77.0.163:5146
四川卫视,http://www.ye28.eu.org:7777/udp/239.77.0.60:5146
四川卫视,http://www.ye28.eu.org:7777/udp/239.77.1.30:5146
河南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.229:5146
河南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.17:5146
河南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.61:5146
河南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.58:5146
云南卫视,http://www.ye28.eu.org:7777/udp/239.253.43.37:5146
云南卫视,http://www.ye28.eu.org:7777/udp/239.253.43.100:5146
云南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.62:5146
云南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.72:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.162:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.210:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.0.182:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.0.63:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.16:5146
河北卫视,http://www.ye28.eu.org:7777/udp/239.77.1.214:5146
河北卫视,http://www.ye28.eu.org:7777/udp/239.77.0.148:5146
河北卫视,http://www.ye28.eu.org:7777/udp/239.77.0.64:5146
河北卫视,http://www.ye28.eu.org:7777/udp/239.77.1.60:5146
东南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.104:5146
东南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.146:5146
东南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.65:5146
东南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.1:5146
东南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.213:5146
广西卫视,http://www.ye28.eu.org:7777/udp/239.253.43.36:5146
广西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.139:5146
广西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.66:5146
广西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.59:5146
吉林卫视,http://www.ye28.eu.org:7777/udp/239.77.1.111:5146
吉林卫视,http://www.ye28.eu.org:7777/udp/239.77.0.150:5146
吉林卫视,http://www.ye28.eu.org:7777/udp/239.77.0.67:5146
吉林卫视,http://www.ye28.eu.org:7777/udp/239.77.1.45:5146
陕西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.68:5146
陕西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.54:5146
山西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.69:5146
山西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.74:5146
内蒙古卫视,http://www.ye28.eu.org:7777/udp/239.77.0.70:5146
内蒙古卫视,http://www.ye28.eu.org:7777/udp/239.77.1.55:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.253.43.125:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.77.0.71:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.77.1.70:5146
海南卫视,http://www.ye28.eu.org:7777/udp/239.253.43.35:5146
海南卫视,http://www.ye28.eu.org:7777/udp/239.253.43.101:5146
海南卫视,http://www.ye28.eu.org:7777/udp/239.77.0.72:5146
海南卫视,http://www.ye28.eu.org:7777/udp/239.77.1.51:5146
宁夏卫视,http://www.ye28.eu.org:7777/udp/239.77.0.73:5146
宁夏卫视,http://www.ye28.eu.org:7777/udp/239.77.1.47:5146
西藏卫视,http://www.ye28.eu.org:7777/udp/239.77.0.74:5146
西藏卫视,http://www.ye28.eu.org:7777/udp/239.77.1.49:5146
新疆卫视,http://www.ye28.eu.org:7777/udp/239.77.0.75:5146
新疆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.53:5146
甘肃卫视,http://www.ye28.eu.org:7777/udp/239.77.0.189:5146
甘肃卫视,http://www.ye28.eu.org:7777/udp/239.77.0.76:5146
甘肃卫视,http://www.ye28.eu.org:7777/udp/239.77.1.57:5146
兵团卫视,http://www.ye28.eu.org:7777/udp/239.77.0.77:5146
兵团卫视,http://www.ye28.eu.org:7777/udp/239.77.1.80:5146
厦门卫视,http://www.ye28.eu.org:7777/udp/239.77.0.96:5146
三沙卫视,http://www.ye28.eu.org:7777/udp/239.253.43.113:5146
三沙卫视,http://www.ye28.eu.org:7777/udp/239.77.0.152:5146
三沙卫视,http://www.ye28.eu.org:7777/udp/239.77.1.117:5146
延边卫视,http://www.ye28.eu.org:7777/udp/239.77.0.10:5146
延边卫视,http://www.ye28.eu.org:7777/udp/239.77.1.99:5146

🇨🇳 咪咕,#genre#
咪咕直播4K-1,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
咪咕直播4K-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225651/index.m3u8
咪咕直播-1,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
咪咕直播-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
咪咕直播-3,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225617/index.m3u8
咪咕直播-4,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
咪咕直播-5,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播-6,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播-7,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播-8,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播-9,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播-10,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
咪咕直播-11,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
咪咕直播-12,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225649/index.m3u8
咪咕直播-13,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225650/index.m3u8
咪咕直播-14,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
咪咕直播-15,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
咪咕直播-16,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
咪咕直播-17,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
咪咕直播-18,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
咪咕直播-19,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
咪咕直播-20,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
咪咕直播-21,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
咪咕直播-22,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
咪咕直播-23,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
咪咕直播-24,http://[2409:8087:1a01:df::4070]/PLTV/88888888/224/3221225741/index.m3u8
咪咕直播-25,http://[2409:8087:1a01:df::4050]/PLTV/88888888/224/3221225745/index.m3u8
咪咕直播-26,http://[2409:8087:1a01:df::4050]/PLTV/88888888/224/3221225747/index.m3u8
咪咕直播-27,http://[2409:8087:1a01:df::4039]/PLTV/88888888/224/3221225749/index.m3u8
咪咕直播-28,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
咪咕直播-29,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
咪咕直播-30,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
咪咕直播-31,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
咪咕直播-32,http://[2409:8087:1a01:df::4039]/PLTV/88888888/224/3221225762/index.m3u8
咪咕直播-33,http://[2409:8087:1a01:df::4050]/PLTV/88888888/224/3221225764/index.m3u8
咪咕直播-34,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225766/index.m3u8
咪咕直播-35,http://[2409:8087:1a01:df::4050]/PLTV/88888888/224/3221225768/index.m3u8
咪咕直播-36,http://[2409:8087:1a01:df::4078]/PLTV/88888888/224/3221225782/index.m3u8
咪咕直播-37,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
咪咕直播-38,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
咪咕直播-39,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
咪咕直播-40,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
咪咕直播-41,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
咪咕直播-42,http://[2409:8087:1a01:df::4079]/PLTV/88888888/224/3221225904/index.m3u8
咪咕直播-43,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
咪咕直播-44,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225906/index.m3u8
咪咕直播-45,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
咪咕直播-46,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
咪咕直播-47,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
咪咕直播-48,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
咪咕直播-49,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播-50,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播-51,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
咪咕直播-52,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播-53,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
